no	area	title	address	tel	wgs84aX	wgs84aY	data_type
273	新莊區	鍋大郎精緻涮涮鍋	新北市新莊區復興路一段205號	8992-5372	121.4522132	25.04377347	共食
274	新莊區	遠豐綜合羹麵	新北市新莊區新莊路315號二樓	0922-049-357	121.4507672	25.03377258	共食
275	新莊區	海洋自助餐	新北市新莊區新莊路315號二樓	0953-899-355	121.4507672	25.03377258	共食
276	新莊區	欣欣自助餐	新北市新莊區民本街11巷6號	0922-375-767	121.4282118	25.02030942	共食
277	新莊區	阿蘭自助餐	新北市新莊區新莊路315號二樓	0922-729-670	121.4507672	25.03377258	共食
278	新莊區	阿萍素食	新北市新莊區新莊路315號二樓	0937-409-890	121.4507672	25.03377258	共食
279	新莊區	美麗角複合式早餐	新北市新莊區福壽街171號	2992-3511	121.4579309	25.05388872	共食
280	新莊區	上新莊厚切牛排、火鍋	新北市新莊區復興路二段291號	2993-7357	121.4488887	25.04392589	共食
281	新莊區	久代日本料理店	新北市新莊區中華路一段45巷6號	2992-1658	121.4518619	25.03830301	共食
282	新莊區	船老2日本料理	新北市中華路一段132號	2991-8866	121.4653487	25.01216836	共食
283	新莊區	滿煎炸熱炒	新北市新莊區化成路644號	"0939-346-555
0958-523-356"	121.46617	25.05546239	共食
284	新莊區	和居園麵館	新北市新莊區成德里八德街167號	2205-8571	121.4233521	25.01915749	共食
285	新莊區	香港好吃燒臘快餐	新北市新莊區中華路一段120號	8992-9522	121.4526474	25.04063086	共食
286	新莊區	一品自助餐	新北市新莊區天祥街89號	2906-6951	121.4152663	25.02942722	共食
287	新莊區	維根素食餐坊	新北市新莊區建興街44號	2997-7687	121.4500763	25.03771237	共食
288	新莊區	廚媽媽精緻便當	新北市新莊區福壽街10號	2992-3759	121.4579657	25.04785586	共食
289	新莊區	黃金海岸活蝦之蝦	新北市新莊區中原路241號	2277-7196	121.4493576	25.05423027	共食
290	新莊區	香港京皇燒臘館	新北市新莊區建興街37號	8991-9816	121.4499939	25.03684368	共食
291	新莊區	溪仔邊烤肉飯	新北市新莊區中華路一段100號	8994-2323	121.4523846	25.0397335	共食
292	新莊區	布丁主義土魠魚羹	新北市新莊區公園路138-1號	2993-8579	121.4528368	25.04006535	共食
293	新莊區	大桶小吃部	新北市新莊區新豐街30號	2203-2803	121.4480207	25.0342595	共食
294	新莊區	周家中壢牛肉麵	新北市新莊區中平路123號	8993-3416	121.4447084	25.04678442	共食
295	新莊區	新莊方記上海小籠湯包	新北市新莊區景德路387號	8201-0317	121.4459695	25.03349192	共食
296	新莊區	鄉味老爹	新北市新莊區新泰路2-6號	"8992-6217
0937-018-349"	121.449923	25.0329101	共食
297	新莊區	講談茶舍	新北市新莊區中華路一段45巷1號一樓	2990-2743	121.451948	25.03820003	共食
298	新莊區	新莊牛肉大王	新北市新莊區新莊路178號	2994-3087	121.4547481	25.03528657	共食
299	新莊區	小義大利	新北市新莊區建中街73號	2994-3511	121.4474857	25.03683017	共食
300	新莊區	小六子拉麵館	新北市新莊區新豐街23號	2203-3983	121.4481275	25.0341942	共食
301	新莊區	韓鶴樓韓國料理	新北市新莊區幸福路817巷2號	8993-1787	121.4456038	25.04881284	共食
302	新莊區	藍貓咖啡	新北市新莊區富國路109巷1號一樓	8201-1048	121.4236442	25.02523462	共食
303	新莊區	三隻小牛平價牛排	新北市新莊區立信街12巷10號一樓	2277-3199	121.4506145	25.03586013	共食
304	新莊區	京湛港式燒臘店	新北市新莊區中平路43號	"2277-7112
0932-393-805"	121.4446823	25.04413847	共食
305	新莊區	太將鍋日式刷刷鍋	新北市新莊區公園一路137號一樓	2992-9195	121.4462292	25.03827693	共食
306	新莊區	中平四神湯	新北市新莊區中平路82巷22號	2992-6485	121.4457789	25.04478426	共食
307	新莊區	伍之筵和風洋食	新北市新莊區新泰路5號	2203-3609	121.449659	25.03241285	共食
308	新莊區	宏福海產店	新北市新莊區景德路187號	2998-2089	121.4500276	25.03427851	共食
309	新莊區	松品複合式餐飲	新北市新莊區新泰路123巷4號	8993-2911	121.4479128	25.03603225	共食
310	新莊區	珍品餐飲坊-北鴨鴨肉羹(新莊店)	新北市新莊區復興路一段97號	2990-7599	121.4488489	25.04300973	共食
311	新店區	鄉野花園餐廳	新北市新店區屈尺路261-3號	2666-5656	121.5460074	24.92261464	共食
312	新店區	巧山味餐廳	新北市新店區屈尺路1號	2666-4256	121.5492636	24.9229067	共食
313	新店區	阿昌立正雞	新北市新店區新烏路2段141-3號	2666-4718	121.549409	24.92236383	共食
314	新店區	火星人素食館	新北市新店區玫瑰路58巷3號	2215-6300	121.4953118	24.94652927	共食
315	新店區	美美鍋貼店	新北市新店區富貴街11巷15號	2210-1510	121.4944301	24.94882443	共食
316	新店區	咕咕G早午餐	新北市新店區中正路645號1樓	8667-2957	121.5338509	24.98970954	共食
317	新店區	開喜海鮮餐廳	新北市新店區北新路1段88巷1號	2915-2000	121.5419276	24.96780538	共食
318	新店區	我家廚房小吃店	新北市新店區僑信路55號 	2215-6700	121.4994608	24.94944236	共食
319	新店區	豪鼎飯店(中興店)	新北市新店區中興路三段5號1樓	8919-9999	121.545194	24.97752801	共食
320	土城區	台灣小吃館	新北市土城區仁愛路2號	2264-5902	121.4600019	24.98120515	共食
321	土城區	怡華(股)公司(青青餐廳)	新北市土城區中央路3段6號	2269-1127	121.43881	24.96969149	共食
322	土城區	福緻餐廳(股)公司(大三元)	新北市土城區青雲路152號5樓	2266-9922	121.459012	24.98338628	共食
323	土城區	卡多利西點麵包店	新北市土城區延吉街230號	"2270-0741
2260-7081"	121.4671804	24.98491301	共食
324	土城區	兩支北方麵食館	新北市土城區裕民路127號	2262-9888	121.4513581	24.98656139	共食
325	土城區	柒8番小吃店	新北市土城區中央路2段78號	2266-2727	121.4423419	24.97896627	共食
326	土城區	新北市糕菲膳工坊	新北市土城區廣興街71號	8967-4912	121.4538045	24.99128759	共食
327	土城區	饗饌火鍋店	新北市土城區金城路1段131號	8273-3571	121.4448777	24.97395908	共食
328	土城區	甕大王甕仔雞有限公司	新北市土城區金城路3段228號	2266-6418	121.4709915	24.98971406	共食
329	土城區	惠群西點麵包店	新北市土城區水源街41號	2260-2865	121.4406137	24.9757258	共食
330	土城區	高明駿皇城泰緬小吃店	新北市土城區員福街8號	2270-6000	121.4417719	24.97858627	共食
331	土城區	全國宴會館	新北市土城區金城路1段66號	2273-5288	121.4437963	24.97219091	共食
332	土城區	脫線讚鬥雞	新北市土城區青雲路318-1號	2262-9558	121.4590908	24.97867979	共食
333	土城區	春夏秋冬牛排火鍋	新北市土城區中央路1段290號	2273-9696	121.4433815	24.98242141	共食
334	土城區	美味天然素食店	新北市土城區中央路3段272號	2269-4608	121.4268397	24.9638541	共食
335	土城區	佑榮越南美食店	新北市土城區中央路2段1號	2263-2988	121.4431134	24.98086277	共食
336	土城區	老杜麵店	新北市土城區福仁街22號	2274-0161	121.440027	24.9758151	共食
337	土城區	正宗港式肥佬燒臘	土城區清水路184號	8261-9292	 	 	共食
338	土城區	清水素食館	土城區清水路183號	2266-1189	 	 	共食
339	土城區	南機場蚵仔麵食	土城區學府路1段14號	2274-5697	 	 	共食
340	土城區	原野牛排館	土城區中央路1段237號	8260-1960	 	 	共食
341	土城區	加賀日式料理	土城區裕民路55巷1號	8262-0253	 	 	共食
342	土城區	合眾餐廳	新北市土城區中央路2段278巷6-3號	2274-2061	121.440597	24.97457201	共食
343	土城區	川鼎排骨酥麵	土城區中央路2段278巷7-2號	2270-8758	 	 	共食
344	蘆洲區	A+尚品烘焙坊(中山店)	新北市蘆洲區中山二路46巷15號	2283-9641	121.4745382	25.08234629	共食
345	蘆洲區	A+尚品烘焙坊(復興店)	新北市蘆洲區復興路109-1號	8286-6735	121.477013	25.08787255	共食
346	蘆洲區	A+尚品烘焙坊(中原店)	新北市蘆洲區中原路12巷1號	8285-7333	121.4610625	25.0835493	共食
347	蘆洲區	A+尚品烘焙坊(民族店)	新北市蘆洲區民族路504號	8285-9555	121.4694499	25.0903521	共食
348	蘆洲區	小老闆魷魚羹	新北市蘆洲區長安街303號	0920-988-342	121.4578964	25.0849886	共食
349	蘆洲區	小林紅油抄手	新北市蘆洲區民族路353號	8286-1007	121.4721721	25.09177322	共食
350	蘆洲區	大佳原汁牛肉麵	新北市蘆洲區民族路132號	8282-2869	121.4791471	25.08570452	共食
351	蘆洲區	阿六切仔麵	新北市蘆洲區三民路583號	2283-2027	121.4616528	25.09280855	共食
352	蘆洲區	阿郎切仔麵	新北市蘆洲區復興路30-1號	8286-3366	121.4722708	25.08528699	共食
353	蘆洲區	義大利62號	新北市蘆洲區忠孝路62號	8281-2530	121.4716246	25.08503642	共食
354	蘆洲區	珍鮮快炒店	新北市蘆洲區中正路185巷1號	2289-7709	121.4684903	25.0855448	共食
355	蘆洲區	幸福有緣人蔬食料理	新北市蘆洲區中山二路45巷5號	2847-5098	121.4741905	25.08168967	共食
356	蘆洲區	鵝媽媽鵝肉小吃店	新北市蘆洲區中山二路16-1號	0928-555-232	121.4752625	25.08195026	共食
357	蘆洲區	呷尚寶-蘆洲長興店	新北市蘆洲區中正路185巷98號1樓	8283-8378	121.4650552	25.0837247	共食
358	蘆洲區	瑪娜歐式手工麵包	新北市蘆洲區復興路52號	2285-0099	121.4728851	25.08543074	共食
359	蘆洲區	1982食巢義大利麵	新北市蘆洲區長榮路148號	2848-3669	121.4613292	25.08480705	共食
360	蘆洲區	Olivia 奧莉維亞主題餐館	新北市蘆洲區長榮路675號	8281-3030	121.4601537	25.09199726	共食
361	蘆洲區	三媽臭臭鍋	新北市蘆洲區民族路107號	8285-0918	121.4796892	25.08673504	共食
362	蘆洲區	仁華早餐吧	新北市蘆洲區得勝街2號	8285-2774	121.4744972	25.08412853	共食
363	蘆洲區	日日香牛肉麵	新北市蘆洲區民權路109號	2282-3676	121.4725133	25.0892946	共食
364	蘆洲區	木根麵線	新北市蘆洲區中原路4號	0932-221-548	121.4614479	25.08342688	共食
365	蘆洲區	吉得堡早餐店	新北市蘆洲區正和街60號	0989-487-399	121.4688585	25.08139822	共食
366	蘆洲區	好消息知高飯	新北市蘆洲區集賢路269巷3號	2848-6505	121.481666	25.08367033	共食
367	蘆洲區	阿敏切仔麵	新北市蘆洲區民族路157號	2826-7958	121.4794033	25.08806647	共食
368	蘆洲區	長發切仔麵	新北市蘆洲區中央路93號	0912-858-186	121.472795	25.08416082	共食
369	蘆洲區	宜蘭阿規牛肉麵	新北市蘆洲區長安街102巷5弄12號	2848-1575	121.4615559	25.08191899	共食
370	蘆洲區	家常大滷麵	新北市蘆洲區民義街26號1樓	2847-4855	121.4715801	25.08866761	共食
371	蘆洲區	熊記	新北市蘆洲區長安街41號	2848-7867	121.463477	25.0794242	共食
372	蘆洲區	鴨霸切仔麵	新北市蘆洲區三民路175號	0922-086-125	121.4709287	25.08722548	共食
373	樹林區	徐家堡食品有限公司	新北市樹林區保安街1段329號	2675-3299	121.4183298	24.99775214	共食
374	樹林區	一品香海鮮餐廳	新北市樹林區俊英街29-1號	2687-4558*9	121.4282271	25.00316997	共食
375	樹林區	雙岩龍鳳城餐廳	新北市樹林區中正路278號	2688-9571 	121.4165302	25.00837234	共食
376	樹林區	食在自然	新北市樹林區大雅路391號	0931-105348	121.378672	24.94988347	共食
377	鶯歌區	128快炒海產	新北市鶯歌區中正三路215號	2678-8034	121.3351856	24.93914022	共食
378	鶯歌區	阿亮自助餐	新北市鶯歌區尖山路36號1樓	2679-4150	121.3511253	24.95030669	共食
379	鶯歌區	超便宜啤酒屋	新北市鶯歌區鶯桃路456號	2679-8383	121.3326511	24.96520105	共食
380	鶯歌區	小林鐵板燒	新北市鶯歌區鶯桃路158號	2679-2508	121.3374721	24.95519325	共食
381	三峽區	喜徠珍古井餐廳	新北市三峽區中山路40號	8671-1798	121.3681088	24.93441295	共食
382	三峽區	海霸船海鮮日本料理	新北市三峽區中山路323號	8674-1234	121.3605926	24.9377343	共食
383	三峽區	牛車水鐵板燒	新北市三峽區介壽路1段50號A棟	2671-3823	121.375596	24.93207882	共食
384	三峽區	龍水魚餐廳	新北市三峽區復興路233號	8674-3178	121.368554	24.93867733	共食
385	三峽區	金帝王婚宴會館	新北市三峽區正義街11-3號	2673-3333	121.3700002	24.91995058	共食
386	三峽區	貴族世家牛排北大店	新北市三峽區復興路255-1號	2671-5039	121.3672017	24.93877331	共食
387	三峽區	澄食	新北市三峽區學成路3-1號	2673-2806	121.3784403	24.94478407	共食
388	三峽區	蔚藍食府	新北市三峽區三樹路302號	"2673-3975
2673-5222"	121.3808869	24.94368922	共食
389	三峽區	東村餐飲店	新北市三峽區溪東路275號	8676-3207	121.4089025	24.93155253	共食
390	三峽區	皇后鎮森林	新北市三峽區竹崙路95巷1號	2668-2591	121.4335153	24.91783312	共食
391	三峽區	福德莊土雞城	新北市三峽區紫微路39號	2672-6577	121.4145538	24.91672462	共食
392	三峽區	梅香飲食店	新北市三峽區成福路277號	2672-6943	121.4284844	24.92353542	共食
393	三峽區	山中奇雞小吃店	新北市三峽區插角25號	2672-0147	121.4044628	24.87270528	共食
394	三峽區	樂源仙境土雞城	新北市三峽區插角81-1號	2672-0396	121.4062448	24.87074994	共食
395	三峽區	大板根森林溫泉渡假村	新北市三峽區插角80號	2674-9228	121.4073123	24.87088681	共食
396	三峽區	花岩山林	新北市三峽區有木104-1號	2674-9618	121.4364031	24.86298936	共食
397	三峽區	溪畔-千戶傳奇	新北市三峽區有木154-3號	2672-0748	121.450068	24.84407154	共食
398	三峽區	有木餐廳	新北市三峽區有木205號	2672-0357	121.4389613	24.85169593	共食
399	三峽區	香港站牛肉麵	新北市三峽區國學街12號	 0987-228-338	121.3735479	24.94172923	共食
400	淡水區	寬心園精緻蔬食料理-淡水中正店	新北市淡水區中正路183號2樓	2626-1712	121.4383726	25.17130414	共食
401	淡水區	舵頭欣宴蔬食料理	新北市淡水區中山北路一段174 號	2626-8232	121.4446567	25.17864004	共食
402	瑞芳區	啾啾餐飲店	新北市瑞芳區三爪子坑路明享新村12號	2497-2175	121.810242	25.10664012	共食
403	瑞芳區	礦工食堂	新北市瑞芳區金光路8-1號	2496-1820	121.8477678	25.11193292	共食
404	瑞芳區	金水茶坊	新北市瑞芳區金光路49號	2496-2943	121.8556636	25.1076832	共食
405	瑞芳區	礦山小冰館	新北市瑞芳區金光路8-1號(戶外車庫)	2496-2943	121.8477678	25.11193292	共食
406	瑞芳區	煉金文創咖啡	新北市瑞芳區金光路55號	2496-1638	121.8554125	25.1076823	共食
407	瑞芳區	山頂豆花	新北市瑞芳區金光路8號	0935-632-082	121.8477678	25.11193292	共食
408	五股區	東大餐廳	新北市五股區工商路55號	2292-7203	121.4391565	25.08427252	共食
409	五股區	菘賓餐廳	新北市五股區成泰路二段183號之12	2292-4268	121.4387439	25.0872059	共食
410	五股區	海口味餐廳	新北市五股區成泰路二段192號 	2293-5580	121.4388384	25.08486386	共食
411	泰山區	四海遊龍明志店	新北市泰山區明志路三段88號	2901-8188	121.4249068	25.04145479	共食
412	泰山區	悅湘園小館	新北市泰山區明志路三段513號 	2902-6989	121.4211644	25.0320309	共食
413	泰山區	泰香便當店	新北市泰山區明志路2段369號1樓	2903-0999	121.4252646	25.04405476	共食
414	泰山區	上介贊燒鴨莊	新北市泰山區明志路1段25號	2909-2796	121.4337047	25.06567771	共食
415	林口區	台灣山豬城	新北市林口區下福里2鄰15號	"2606-1117
2606-1118"	121.3039919	25.10934537	共食
416	林口區	早餐優選-中正店	新北市林口區中正路277號	8601-2252	121.389948	25.07762088	共食
417	林口區	蔡家排骨飯	新北市林口區文化二路2段82號	8601-8200	121.3787985	25.08108142	共食
418	林口區	龍鳳美而美林口中正店	新北市林口區中正路327號	2601-3161	121.3884752	25.07762429	共食
419	林口區	佳佳自助餐	新北市林口區中正路30巷9號1樓	2602-0570	121.3959063	25.07788591	共食
420	林口區	橙?手創烘焙坊	新北市林口區麗園一街4巷2號1樓之4	2600-6200	121.3764631	25.07078767	共食
421	林口區	亞美淇日式烘焙坊	新北市林口區中正路51號	2603-6263	121.3955123	25.07741754	共食
422	林口區	水甜食坊	新北市林口區下福里147號	2606-1007	121.3039919	25.10934537	共食
423	林口區	冶心	新北市林口區文化二路241巷26號1樓	2608-7956	121.3809032	25.08196186	共食
424	八里區	蛙咖啡	新北市八里區龍米路一段100巷12號後棟之2	2618-7478	121.4537891	25.12507381	共食
425	八里區	岸咖啡	新北市八里區龍米路一段100巷23-1號	2618-7701	121.4537797	25.12523654	共食
426	八里區	146巷弄CAF?	新北市八里區龍米路二段146巷2號	2610-2888	121.43771	25.15604999	共食
427	八里區	海堤筍餐廳	新北市八里區觀海大道28號	8630-5688	121.4294218	25.160334	共食
428	八里區	亞米小鎮	新北市八里區觀海大道29號	2610-4560	121.4299826	25.15989899	共食
429	八里區	經典餐廳	新北市八里區觀海大道35號	8630-5177	121.4294858	25.16053744	共食
430	八里區	BALI水岸四季景觀餐廳	新北市八里區觀海大道39號	2619-5258	121.4294924	25.16091961	共食
431	八里區	買堡MYBURGER	新北市八里區觀海大道57號	2610-7474	121.4279835	25.16164546	共食
432	八里區	花神咖啡	新北市八里區觀海大道59號	8630-3033	121.4278964	25.16161528	共食
433	八里區	芭達桑原住民主題餐廳	新北市八里區觀海大道111號	2610-5300	121.4255666	25.16177883	共食
434	八里區	左岸165咖啡	新北市八里區博物館路165號	8630-3448	121.4067216	25.15741539	共食
435	八里區	八里桃樂絲森林餐廳	新北市八里區荖阡里6鄰34-5號	8630-3356	121.403726	25.13358223	共食
436	八里區	八里帆船咖啡	新北市八里區觀海大道93號	2610-1304	121.4267525	25.16176124	共食
437	八里區	台北八里舞茶道	新北市八里區中山路2段472號	2619-2825	121.3988096	25.14720596	共食
438	八里區	八仙大唐溫泉(八仙樂園)	新北市八里區中山路3段112號	2610-5200	121.3894258	25.14243475	共食
439	八里區	鷹之谷	新北市五股區凌雲3段130號	2291-9221	121.4381058	25.0830338	共食
440	深坑區	耶霖麵包店	新北市深坑區深坑街3巷7號1樓	2662-5280	121.6167791	25.00254611	共食
441	深坑區	Cafe’8蛋糕烘培專賣店  深坑店	新北市深坑區北深三路225號	2664-0185	121.6158786	25.00245483	共食
442	深坑區	361小吃店	新北市深坑區北深路一段361號	2662-6109	121.6224351	25.00485102	共食
443	石碇區	笠林茶棧	新北市石碇區石碇里石碇東街24號	2663-2500	121.6603921	24.99091506	共食
444	石碇區	美美餐廳	新北市石碇區永定里蚯蚓坑11-6號	2663-1986	121.6963475	25.00913031	共食
445	坪林區	鐘媽媽小吃	新北市坪林區坪林里坪林街32號	2665-6031	121.7116666	24.93770596	共食
446	坪林區	福長商號	新北市坪林區坪林里坪林街18號	2665-6219	121.7116666	24.93770596	共食
447	坪林區	軒園茶行	新北市坪林區水柳腳65號	2665-6823	121.7100366	24.93561949	共食
448	坪林區	德志茶園	新北市坪林區北宜路八段235號	2665-6359	121.7091321	24.93510346	共食
449	坪林區	泰源茶商行	新北市坪林區北宜路八段207號	2665-7292	121.7085079	24.93469101	共食
450	坪林區	十方茶舍	新北市坪林區北宜路八段219號	2665-6309	121.708757	24.93499907	共食
451	坪林區	合歡茶宴風味餐廳	新北市坪林區水聳淒坑28號	2665-7775~6	121.7115373	24.93400086	共食
452	三芝區	Romina歐式料理 	新北市三芝區中興街一段27號	2636-2301	121.4972109	25.25822892	共食
453	三芝區	木屐寮小吃店 	新北市三芝區圓山里木屐寮38號	2636-0061	121.5292341	25.22614358	共食
454	三芝區	蕃婆林小吃店	新北市三芝區錫板里番婆林44 號	2636-2716	121.4940467	25.23683825	共食
455	石門區	中葉小吃	新北市石門區德茂里下員坑30號	2636-2990	121.5201177	25.28291441	共食
456	石門區	原味小吃	新北市石門區尖鹿里中央路25-4號	2638-0768	121.5678822	25.29350196	共食
457	石門區	英芳飯店	新北市石門區中央路9號	2638-1023	121.5658334	25.29155071	共食
458	金山區	??歇腳亭	新北市金山區金美里中山路170號	2408-2585????? 	121.6383659	25.22116802	共食
459	萬里區	阿娥小吃	新北市萬里區瑪鋉路185號	2492-1836(夜)	121.690245	25.17867536	共食
460	萬里區	太平洋翡翠灣城堡海鮮餐廳	新北市萬里區翡翠路1-1號	2492-8080*6205	121.6894795	25.17798241	共食
461	萬里區	女皇餐廳	新北市萬里區野柳里港東路163號	2492-2049	121.690385	25.20406514	共食
462	萬里區	萬哩便當	新北市萬里區瑪鋉路129號之1	2492-7200	121.6890047	25.17738409	共食
463	萬里區	金湧泉SPA溫泉會館	新北市萬里區萬里加投213-3號	2498-3588	121.6429914	25.21618475	共食
464	萬里區	野柳泊逸度假酒店	新北市萬里區野柳里港東路162-2號	7703-5777	121.690385	25.20406514	共食
465	平溪區	河灣渡假村	新北市平溪區十分村十分街273-1號	2495-8325	121.7788931	25.04484049	共食
466	平溪區	政達餐廳	新北市平溪區新寮村月桃寮1號	"2495-8593
2495-8331"	121.7381049	25.02660675	共食
467	雙溪區	阿桃越南小吃	新北市雙溪區中華路42號	0989-242-731	121.866002	25.0373754	共食
468	雙溪區	大眾餐廳	新北市雙溪區中華路68號	2493-1194	121.8659273	25.03812024	共食
469	貢寮區	鄉土情小吃店	新北市貢寮區泮宮路6號	2494-2666	121.9074506	25.01793962	共食
470	貢寮區	阿冠小吃	新北市貢寮區仁里里仁和路196號	2490-3182	121.9236675	25.05268408	共食
471	貢寮區	魚佳餚	新北市貢寮區東興街36號	2499-2265	121.9486957	25.01711923	共食
472	貢寮區	阿秋小吃	新北市貢寮區仁和路27號	2490-1147	121.9237668	25.05380064	共食
473	貢寮區	品逸屋咖啡 	新北市貢寮區香蘭街3-3號	2499-1008	121.9721702	25.02429594	共食
474	貢寮區	田媽媽海景咖啡簡餐	新北市貢寮區東興街6-19號	2499-2073	121.9506034	25.02013744	共食
475	永和區	九龍燒臘	永和區大新街47號	8923-5671	121.5135293	25.0084833	共食
476	永和區	2gether	永和區保生路22巷12號	8231-6605	121.5053913	25.0081589	共食
477	永和區	閑茗樓	永和區福和路247號	2928-6557	121.5159934	25.0073392	共食
478	永和區	小李蔥抓餅	永和區福和路57巷11號	2924-0131	121.5211075	25.0075518	共食
479	永和區	姜蔬菜大蛋餅	永和區永貞路174號	0917-377-159	121.5146746	25.0043596	共食
480	永和區	逸馨烘焙坊	永和區福和路261號	2920-6833	121.5157331	25.0073345	共食
481	永和區	嘉味軒精緻快餐	永和區永和路2段314號	2928-1980	121.5142183	25.0161799	共食
482	永和區	紅將軍茶業	永和區四維街73號	8941-1383	121.5231182	24.9980351	共食
483	永和區	北方牛肉麵	永和區永貞路141號	8660-5128	121.5141843	25.0040136	共食
484	永和區	阿倫蛋包飯	永和區竹林路25巷1號	8925-0709	121.5141843	25.0040136	共食
485	永和區	南北雞排	永和區秀朗路1段170號	0958-970-543	121.5163949	25.0032454	共食
486	永和區	賴媽媽早餐店	永和區仁愛路205巷1號	2927-1319	121.5077753	25.0123431	共食
487	永和區	朋派早午餐	永和區博愛街30號	8925-0496	121.5164715	25.0157494	共食
488	永和區	七嘴八舌滷味	永和區民光街2號	0921-692-591	121.5130033	24.9963948	共食
489	永和區	台灣第一味	永和區永元路95巷1號	2920-1989	121.5199453	25.0002733	共食
490	永和區	PK複合式茶坊	永和區保平路18巷8號	0916-751-477	121.5106756	25.0076811	共食
491	永和區	嘉家廚房	永和區永貞路168號	2925-9772	121.514719	25.0044059	共食
492	永和區	愛你呦 心靈客棧	永和區仁愛路220號	2231-3038	121.5066633	25.01213	共食
493	永和區	福璟咖啡(永和)	永和區保平路205號	2921-2229	121.5065863	25.0049321	共食
494	永和區	北港香菇肉羹	永和區自由街74號	2232-8283	121.5110643	25.005372	共食
495	永和區	海爺四號乾麵店	永和區秀朗路1段102號	2231-5196	121.5144213	25.0040476	共食
496	永和區	囍咖啡永和店	永和區中正路286巷7號	2945-6618	121.5152629	24.9987287	共食
497	永和區	櫻壽司	永和區得和路176號	2945-9668	121.5175493	25.0000232	共食
498	永和區	光頭奶吧	永和區秀朗路一段182號	2923-7567	121.5167187	25.0031325	共食
499	永和區	轉角12號 	永和區文化路9巷12號	2922-0887	121.5130075	25.0147925	共食
